id,name,description,category,latitude,longitude,rating,price_level,tags,image_url,opening_hours
c7e272bf-0d88-4903-825e-5b82c94880c6,Worli Sunset Point,Popular sunset lookout with benches.,Viewpoint,18.997123,72.821583,4.1,0,worli|viewpoint|outdoors,,"{""mon"":[[""06:00"",""22:00""]],""tue"":[[""06:00"",""22:00""]],""wed"":[[""06:00"",""22:00""]],""thu"":[[""06:00"",""22:00""]],""fri"":[[""06:00"",""22:00""]],""sat"":[[""06:00"",""22:00""]],""sun"":[[""06:00"",""22:00""]]}"
6a143e15-f4c2-4aba-99bc-e95bbf8fa7ef,Worli Joggers Park,"Track with greenery, ideal for morning runs.",Park,18.996968,72.814589,4.0,0,worli|park|outdoors,,"{""mon"":[[""06:00"",""19:00""]],""tue"":[[""06:00"",""19:00""]],""wed"":[[""06:00"",""19:00""]],""thu"":[[""06:00"",""19:00""]],""fri"":[[""06:00"",""19:00""]],""sat"":[[""06:00"",""19:00""]],""sun"":[[""06:00"",""19:00""]]}"
7fa29cb2-d2ed-4dd7-a186-ff9d341db198,Powai Coastal Café,Casual seaside café known for chai & bun maska.,Food & Drinks,19.132286,72.9094,4.3,2,powai|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
5d4c8760-1372-41f5-82e7-4dcbad9557d4,Powai Street Food Court,Open-air stalls serving local snacks and juices.,Food & Drinks,19.118739,72.908892,4.8,2,powai|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
10070c6c-78d4-44f5-a9a4-ca37556cbc2b,Powai Artisanal Bakery,Fresh breads and patisserie with local flavors.,Food & Drinks,19.124457,72.91072,4.3,2,powai|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
c3f2a0b6-dc69-42d7-bf4c-053734eeb9e1,Powai Sunset Point,Popular sunset lookout with benches.,Viewpoint,19.112181,72.895842,4.5,0,powai|viewpoint|outdoors,,"{""mon"":[[""06:00"",""22:00""]],""tue"":[[""06:00"",""22:00""]],""wed"":[[""06:00"",""22:00""]],""thu"":[[""06:00"",""22:00""]],""fri"":[[""06:00"",""22:00""]],""sat"":[[""06:00"",""22:00""]],""sun"":[[""06:00"",""22:00""]]}"
80e90edb-6493-4c37-96b3-434952c6e618,Powai Joggers Park,"Track with greenery, ideal for morning runs.",Park,19.113909,72.900555,4.1,1,powai|park|outdoors,,"{""mon"":[[""06:00"",""19:00""]],""tue"":[[""06:00"",""19:00""]],""wed"":[[""06:00"",""19:00""]],""thu"":[[""06:00"",""19:00""]],""fri"":[[""06:00"",""19:00""]],""sat"":[[""06:00"",""19:00""]],""sun"":[[""06:00"",""19:00""]]}"
e6544aa5-c372-43b6-a82a-cd5bded5adc5,Andheri Coastal Café,Casual seaside café known for chai & bun maska.,Food & Drinks,19.111029,72.860087,3.8,2,andheri|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
537438c3-542d-44ef-bfaf-51d8af0d2a02,Andheri Street Food Court,Open-air stalls serving local snacks and juices.,Food & Drinks,19.127227,72.843094,4.7,1,andheri|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
1cc8c1ff-26af-417d-b724-2ea55b22cab3,Andheri Artisanal Bakery,Fresh breads and patisserie with local flavors.,Food & Drinks,19.122809,72.844713,4.0,3,andheri|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
72fca8b5-d0fb-43f7-aa95-8639fe64705e,Andheri Sunset Point,Popular sunset lookout with benches.,Viewpoint,19.127991,72.845977,4.3,0,andheri|viewpoint|outdoors,,"{""mon"":[[""06:00"",""22:00""]],""tue"":[[""06:00"",""22:00""]],""wed"":[[""06:00"",""22:00""]],""thu"":[[""06:00"",""22:00""]],""fri"":[[""06:00"",""22:00""]],""sat"":[[""06:00"",""22:00""]],""sun"":[[""06:00"",""22:00""]]}"
43df0d18-5e8c-46b8-88db-9517ef339173,Andheri Joggers Park,"Track with greenery, ideal for morning runs.",Park,19.114998,72.841733,4.2,0,andheri|park|outdoors,,"{""mon"":[[""06:00"",""19:00""]],""tue"":[[""06:00"",""19:00""]],""wed"":[[""06:00"",""19:00""]],""thu"":[[""06:00"",""19:00""]],""fri"":[[""06:00"",""19:00""]],""sat"":[[""06:00"",""19:00""]],""sun"":[[""06:00"",""19:00""]]}"
ae72d0bb-fc19-43a5-888f-e4178e60729c,BKC Coastal Café,Casual seaside café known for chai & bun maska.,Food & Drinks,19.069641,72.860582,4.2,3,bkc|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
f1d90f82-31cc-40a9-9806-fb31e6cd04cd,BKC Street Food Court,Open-air stalls serving local snacks and juices.,Food & Drinks,19.069492,72.875656,4.2,3,bkc|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
84ce823c-9351-42bc-8afa-29136ad390f4,BKC Artisanal Bakery,Fresh breads and patisserie with local flavors.,Food & Drinks,19.065788,72.862086,4.2,2,bkc|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
caa73893-759c-4efb-b065-51dca410f222,BKC Sunset Point,Popular sunset lookout with benches.,Viewpoint,19.077751,72.867891,4.3,0,bkc|viewpoint|outdoors,,"{""mon"":[[""06:00"",""22:00""]],""tue"":[[""06:00"",""22:00""]],""wed"":[[""06:00"",""22:00""]],""thu"":[[""06:00"",""22:00""]],""fri"":[[""06:00"",""22:00""]],""sat"":[[""06:00"",""22:00""]],""sun"":[[""06:00"",""22:00""]]}"
92c84142-ce9c-43b4-b268-197fc78f3290,BKC Joggers Park,"Track with greenery, ideal for morning runs.",Park,19.059618,72.858642,4.5,0,bkc|park|outdoors,,"{""mon"":[[""06:00"",""19:00""]],""tue"":[[""06:00"",""19:00""]],""wed"":[[""06:00"",""19:00""]],""thu"":[[""06:00"",""19:00""]],""fri"":[[""06:00"",""19:00""]],""sat"":[[""06:00"",""19:00""]],""sun"":[[""06:00"",""19:00""]]}"
3a433d9a-843c-4520-ada1-989cb38b6882,Dadar Coastal Café,Casual seaside café known for chai & bun maska.,Food & Drinks,19.005889,72.850823,4.0,3,dadar|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
536b46d7-5f59-40b5-9fb1-000cfde5f15b,Dadar Street Food Court,Open-air stalls serving local snacks and juices.,Food & Drinks,19.023442,72.845443,4.4,1,dadar|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
f3159ed6-5706-4143-9299-e0a4439fb706,Dadar Artisanal Bakery,Fresh breads and patisserie with local flavors.,Food & Drinks,19.008871,72.844632,4.5,2,dadar|food & drinks|food|coffee|snacks,,"{""mon"":[[""11:00"",""23:30""]],""tue"":[[""11:00"",""23:30""]],""wed"":[[""11:00"",""23:30""]],""thu"":[[""11:00"",""23:30""]],""fri"":[[""11:00"",""23:30""]],""sat"":[[""11:00"",""23:30""]],""sun"":[[""11:00"",""23:30""]]}"
37ef94c4-ec3b-43a8-ade2-8e3687db8474,Dadar Sunset Point,Popular sunset lookout with benches.,Viewpoint,19.027522,72.847582,4.3,0,dadar|viewpoint|outdoors,,"{""mon"":[[""06:00"",""22:00""]],""tue"":[[""06:00"",""22:00""]],""wed"":[[""06:00"",""22:00""]],""thu"":[[""06:00"",""22:00""]],""fri"":[[""06:00"",""22:00""]],""sat"":[[""06:00"",""22:00""]],""sun"":[[""06:00"",""22:00""]]}"
b2af279c-41ff-4ef8-a6db-c3242e165cc3,Dadar Joggers Park,"Track with greenery, ideal for morning runs.",Park,19.027022,72.854216,4.5,0,dadar|park|outdoors,,"{""mon"":[[""06:00"",""19:00""]],""tue"":[[""06:00"",""19:00""]],""wed"":[[""06:00"",""19:00""]],""thu"":[[""06:00"",""19:00""]],""fri"":[[""06:00"",""19:00""]],""sat"":[[""06:00"",""19:00""]],""sun"":[[""06:00"",""19:00""]]}"
